iter	Passed	Remaining
434	1571	957
435	1574	953
436	1578	949
437	1582	946
438	1585	942
439	1589	939
440	1592	935
441	1596	931
442	1599	928
443	1602	923
444	1605	920
445	1609	916
446	1613	913
447	1616	909
448	1620	905
449	1623	901
450	1626	898
451	1629	894
452	1633	890
453	1637	887
454	1641	884
455	1645	880
456	1648	876
457	1653	873
458	1655	869
459	1659	865
460	1664	862
461	1670	860
462	1673	856
463	1677	853
464	1681	849
465	1683	845
466	1685	841
467	1689	837
468	1693	834
469	1696	830
470	1699	826
471	1703	822
472	1706	818
473	1709	815
474	1712	811
475	1715	807
476	1719	803
477	1722	799
478	1725	796
479	1728	792
480	1732	789
481	1735	785
482	1738	781
483	1742	777
484	1746	774
485	1749	770
486	1753	766
487	1757	763
488	1760	759
489	1763	755
490	1767	752
491	1770	748
492	1774	744
493	1777	741
494	1781	737
495	1784	733
496	1787	730
497	1791	726
498	1795	723
499	1799	719
500	1802	716
501	1805	712
502	1808	708
503	1811	704
504	1813	700
505	1816	696
506	1819	692
507	1821	688
508	1825	684
509	1828	681
510	1831	677
511	1835	673
512	1838	670
513	1841	666
514	1845	663
515	1848	659
516	1852	655
517	1855	651
518	1859	648
519	1862	644
520	1865	641
521	1868	637
522	1872	633
523	1875	629
524	1879	626
525	1882	622
526	1885	619
527	1889	615
528	1892	611
529	1895	608
530	1899	604
531	1902	600
532	1905	597
533	1908	593
534	1912	589
535	1914	585
536	1918	582
537	1921	578
538	1924	574
539	1927	571
540	1931	567
541	1934	564
542	1938	560
543	1942	556
544	1945	553
545	1949	549
546	1952	546
547	1955	542
548	1959	538
549	1962	535
550	1966	531
551	1969	528
552	1972	524
553	1974	520
554	1978	516
555	1981	513
556	1984	509
557	1988	505
558	1991	502
559	1995	498
560	1997	495
561	2000	491
562	2002	487
563	2006	483
564	2009	480
565	2012	476
566	2015	472
567	2019	469
568	2022	465
569	2026	462
570	2029	458
571	2033	455
572	2036	451
573	2039	447
574	2042	444
575	2046	440
576	2049	436
577	2053	433
578	2055	429
579	2058	425
580	2061	422
581	2064	418
582	2068	415
583	2071	411
584	2074	407
585	2078	404
586	2081	400
587	2084	397
588	2088	393
589	2092	390
590	2096	386
591	2099	383
592	2103	379
593	2106	375
594	2110	372
595	2113	368
596	2117	365
597	2120	361
598	2123	358
599	2126	354
600	2129	350
601	2132	347
602	2135	343
603	2138	339
604	2141	336
605	2145	332
606	2148	329
607	2151	325
608	2155	322
609	2158	318
610	2161	314
611	2164	311
612	2167	307
613	2170	303
614	2173	300
615	2177	296
616	2180	293
617	2183	289
618	2187	286
619	2190	282
620	2193	279
621	2198	275
622	2201	272
623	2205	268
624	2208	265
625	2211	261
626	2215	257
627	2219	254
628	2222	250
629	2225	247
630	2228	243
631	2231	240
632	2235	236
633	2238	233
634	2241	229
635	2245	225
636	2248	222
637	2251	218
638	2254	215
639	2258	211
640	2261	208
641	2265	204
642	2268	201
643	2271	197
644	2274	193
645	2277	190
646	2280	186
647	2284	183
648	2287	179
649	2290	176
650	2293	172
651	2296	169
652	2300	165
653	2304	162
654	2307	158
655	2310	154
656	2313	151
657	2317	147
658	2319	144
659	2323	140
660	2326	137
661	2329	133
662	2332	130
663	2335	126
664	2338	123
665	2342	119
666	2345	116
667	2348	112
668	2351	108
669	2355	105
670	2358	101
671	2362	98
672	2365	94
673	2368	91
674	2371	87
675	2375	84
676	2378	80
677	2384	77
678	2388	73
679	2392	70
680	2400	66
681	2403	63
682	2406	59
683	2410	56
684	2414	52
685	2417	49
686	2421	45
687	2425	42
688	2428	38
689	2432	35
690	2435	31
691	2439	28
692	2442	24
693	2445	21
694	2448	17
695	2451	14
696	2454	10
697	2458	7
698	2461	3
699	2464	0
